match_id,team_id,num_alive,total_health,human_kills,total_armor_score,has_vehicle,num_safe_zone,final_rank,target_is_top_n
20251114_203033_squad_Baltic_Main.jsonl,4,4,381.0,9,11,0,4,1,1
20251114_203033_squad_Baltic_Main.jsonl,3,2,186.0,8,4,1,2,3,1
20251114_203033_squad_Baltic_Main.jsonl,9,2,169.5792236328125,3,4,1,2,4,1
20251114_203033_squad_Baltic_Main.jsonl,2,0,0.0,1,0,0,0,21,0
20251114_203033_squad_Baltic_Main.jsonl,10,4,381.0,2,10,1,4,6,0
20251114_203033_squad_Baltic_Main.jsonl,6,1,83.0,0,2,1,1,9,0
20251114_203033_squad_Baltic_Main.jsonl,8,1,100.0,4,2,0,1,14,0
20251114_203033_squad_Baltic_Main.jsonl,1,1,98.0,1,3,0,1,8,0
20251114_203033_squad_Baltic_Main.jsonl,11,1,78.0,5,3,0,1,12,0
20251114_203033_squad_Baltic_Main.jsonl,7,0,0.0,3,0,0,0,11,0
20251114_203033_squad_Baltic_Main.jsonl,12,4,327.86181259155273,4,8,0,4,2,1
20251114_203033_squad_Baltic_Main.jsonl,5,3,232.0,2,8,0,3,7,0
20251114_203033_squad_Baltic_Main.jsonl,15,1,57.25,2,2,0,1,10,0
20251114_203033_squad_Baltic_Main.jsonl,14,1,39.80000305175781,3,2,0,1,100,0
20251114_203033_squad_Baltic_Main.jsonl,13,0,0.0,0,0,0,0,26,0
20251114_203033_squad_Baltic_Main.jsonl,16,1,100.0,0,0,0,1,100,0
20251114_201613_squad_Baltic_Main.jsonl,4,1,92.20001220703125,5,2,0,0,100,0
20251114_201613_squad_Baltic_Main.jsonl,14,4,386.0,7,8,1,4,1,1
20251114_201613_squad_Baltic_Main.jsonl,17,0,0.0,0,0,1,0,12,0
20251114_201613_squad_Baltic_Main.jsonl,10,0,0.0,3,0,1,0,14,0
20251114_201613_squad_Baltic_Main.jsonl,2,0,0.0,0,0,0,0,15,0
20251114_201613_squad_Baltic_Main.jsonl,19,0,0.0,2,0,1,0,13,0
20251114_201613_squad_Baltic_Main.jsonl,8,0,0.0,2,0,0,0,11,0
20251114_201613_squad_Baltic_Main.jsonl,15,3,277.0,5,6,0,3,2,1
20251114_201613_squad_Baltic_Main.jsonl,1,0,0.0,5,0,1,0,10,0
20251114_201613_squad_Baltic_Main.jsonl,11,1,100.0,0,2,0,1,25,0
20251114_201613_squad_Baltic_Main.jsonl,18,2,177.0,15,4,0,2,3,1
20251114_201613_squad_Baltic_Main.jsonl,20,1,100.0,1,2,0,1,20,0
20251114_201613_squad_Baltic_Main.jsonl,13,1,43.0,0,0,0,1,100,0
20251114_201613_squad_Baltic_Main.jsonl,5,1,100.0,0,0,0,1,100,0
20251114_201613_squad_Baltic_Main.jsonl,3,1,100.0,3,2,0,1,16,0
20251114_201613_squad_Baltic_Main.jsonl,12,3,290.14249420166016,8,7,0,3,8,0
20251114_201613_squad_Baltic_Main.jsonl,9,2,170.5999984741211,4,5,0,2,9,0
20251114_201613_squad_Baltic_Main.jsonl,16,3,300.0,0,0,0,3,100,0
20251114_201613_squad_Baltic_Main.jsonl,22,1,100.0,7,2,1,1,4,1
20251114_201613_squad_Baltic_Main.jsonl,7,3,290.0,1,4,1,3,6,0
20251114_201613_squad_Baltic_Main.jsonl,21,1,9.173574447631836,1,2,0,1,17,0
20251114_201613_squad_Baltic_Main.jsonl,6,1,89.83857727050781,5,2,0,1,100,0
20251114_201613_squad_Baltic_Main.jsonl,23,2,87.0,8,4,0,2,5,0
20251114_201613_squad_Baltic_Main.jsonl,24,3,283.0,5,7,1,3,7,0
20251114_201613_squad_Baltic_Main.jsonl,25,1,81.0,7,2,0,1,22,0
20251114_201613_squad_Baltic_Main.jsonl,26,1,40.763336181640625,1,3,0,1,100,0
20251114_201613_squad_Baltic_Main.jsonl,28,1,100.0,0,0,0,1,100,0
20251114_201613_squad_Baltic_Main.jsonl,29,0,0.0,0,0,0,0,21,0
20251114_201613_squad_Baltic_Main.jsonl,27,1,100.0,0,0,0,1,100,0
20251114_205021_squad_Baltic_Main.jsonl,4,3,300.0,5,6,0,3,1,1
20251114_205021_squad_Baltic_Main.jsonl,3,2,200.0,0,4,1,2,5,0
20251114_205021_squad_Baltic_Main.jsonl,2,3,292.5957794189453,2,7,1,3,4,1
20251114_205021_squad_Baltic_Main.jsonl,1,1,29.200000762939453,0,3,0,0,15,0
20251114_204843_squad_Baltic_Main.jsonl,2,3,162.6401710510254,4,7,0,3,1,1
20251114_204843_squad_Baltic_Main.jsonl,4,1,25.114521026611328,1,3,0,0,2,1
20251114_204843_squad_Baltic_Main.jsonl,3,3,289.7763671875,0,6,1,3,3,1
20251114_204843_squad_Baltic_Main.jsonl,1,1,36.260498046875,0,2,0,1,100,0
20251114_203523_squad_Baltic_Main.jsonl,3,4,362.7359275817871,6,9,1,4,6,0
20251114_203523_squad_Baltic_Main.jsonl,6,0,0.0,1,0,0,0,23,0
20251114_203523_squad_Baltic_Main.jsonl,7,3,300.0,0,0,0,3,100,0
20251114_203523_squad_Baltic_Main.jsonl,11,4,300.5289611816406,6,8,1,4,3,1
20251114_203523_squad_Baltic_Main.jsonl,2,3,259.1329040527344,10,7,1,3,4,1
20251114_203523_squad_Baltic_Main.jsonl,9,0,0.0,0,0,0,0,24,0
20251114_203523_squad_Baltic_Main.jsonl,8,2,154.0,3,4,1,1,2,1
20251114_203523_squad_Baltic_Main.jsonl,1,1,100.0,3,3,1,1,100,0
20251114_203523_squad_Baltic_Main.jsonl,12,1,90.0,6,3,1,1,5,0
20251114_203523_squad_Baltic_Main.jsonl,13,0,0.0,8,0,1,0,12,0
20251114_203523_squad_Baltic_Main.jsonl,5,3,300.0,0,6,1,3,7,0
20251114_203523_squad_Baltic_Main.jsonl,14,0,0.0,3,0,0,0,19,0
20251114_203523_squad_Baltic_Main.jsonl,10,0,0.0,0,0,0,0,27,0
20251114_203523_squad_Baltic_Main.jsonl,16,4,305.0,8,8,0,4,1,1
20251114_203523_squad_Baltic_Main.jsonl,4,0,0.0,0,0,0,0,25,0
20251114_203523_squad_Baltic_Main.jsonl,15,0,0.0,0,0,0,0,26,0
20251114_203356_squad_Baltic_Main.jsonl,4,0,0.0,3,0,1,0,12,0
20251114_203356_squad_Baltic_Main.jsonl,13,0,0.0,4,0,1,0,10,0
20251114_203356_squad_Baltic_Main.jsonl,1,3,282.87408447265625,0,4,0,3,29,0
20251114_203356_squad_Baltic_Main.jsonl,19,4,340.12670135498047,7,10,0,4,3,1
20251114_203356_squad_Baltic_Main.jsonl,2,2,84.33999824523926,3,4,0,2,25,0
20251114_203356_squad_Baltic_Main.jsonl,5,0,0.0,2,0,0,0,16,0
20251114_203356_squad_Baltic_Main.jsonl,8,3,236.0,12,6,0,3,2,1
20251114_203356_squad_Baltic_Main.jsonl,16,0,0.0,0,0,0,0,20,0
20251114_203356_squad_Baltic_Main.jsonl,15,0,0.0,0,0,0,0,21,0
20251114_203356_squad_Baltic_Main.jsonl,18,1,75.0,3,2,0,1,7,0
20251114_203356_squad_Baltic_Main.jsonl,11,1,100.0,0,0,0,1,100,0
20251114_203356_squad_Baltic_Main.jsonl,3,1,12.684228897094727,2,2,0,0,100,0
20251114_203356_squad_Baltic_Main.jsonl,20,0,0.0,0,0,0,0,28,0
20251114_203356_squad_Baltic_Main.jsonl,9,0,0.0,0,0,0,0,27,0
20251114_203356_squad_Baltic_Main.jsonl,10,1,64.8043441772461,5,2,0,0,15,0
20251114_203356_squad_Baltic_Main.jsonl,7,0,0.0,0,0,0,0,19,0
20251114_203356_squad_Baltic_Main.jsonl,17,3,279.0,4,6,0,3,4,1
20251114_203356_squad_Baltic_Main.jsonl,23,3,235.4675064086914,13,6,0,3,6,0
20251114_203356_squad_Baltic_Main.jsonl,14,3,278.7645492553711,6,6,0,3,1,1
20251114_203356_squad_Baltic_Main.jsonl,12,1,53.508216857910156,9,2,0,1,23,0
20251114_203356_squad_Baltic_Main.jsonl,6,0,0.0,3,0,1,0,8,0
20251114_203356_squad_Baltic_Main.jsonl,22,1,22.599998474121094,3,2,0,1,100,0
20251114_203356_squad_Baltic_Main.jsonl,21,1,82.19998168945312,0,3,0,0,100,0
20251114_203356_squad_Baltic_Main.jsonl,24,4,358.6298522949219,8,9,1,4,5,0
20251114_203356_squad_Baltic_Main.jsonl,28,2,200.0,0,0,0,2,100,0
20251114_203356_squad_Baltic_Main.jsonl,29,0,0.0,3,0,0,0,26,0
20251114_203356_squad_Baltic_Main.jsonl,26,0,0.0,0,0,0,0,24,0
20251114_203356_squad_Baltic_Main.jsonl,25,0,0.0,0,0,0,0,17,0
20251114_203356_squad_Baltic_Main.jsonl,27,1,86.0,1,2,0,1,100,0
20251114_225833_squad_Baltic_Main.jsonl,1,4,304.21812438964844,3,8,1,4,1,1
20251114_225833_squad_Baltic_Main.jsonl,2,4,392.0,0,9,1,4,2,1
20251114_225024_squad_Baltic_Main.jsonl,1,4,400.0,4,9,1,4,1,1
20251114_225024_squad_Baltic_Main.jsonl,3,2,161.89072799682617,0,4,1,2,3,1
20251114_225024_squad_Baltic_Main.jsonl,2,0,0.0,0,0,0,0,10,0
20251114_221149_squad_Baltic_Main.jsonl,8,0,0.0,0,0,0,0,19,0
20251114_221149_squad_Baltic_Main.jsonl,4,4,376.84967041015625,4,8,1,4,7,0
20251114_221149_squad_Baltic_Main.jsonl,3,2,200.0,4,5,1,2,2,1
20251114_221149_squad_Baltic_Main.jsonl,7,3,272.40001678466797,4,7,0,3,3,1
20251114_221149_squad_Baltic_Main.jsonl,11,3,236.75105667114258,6,8,0,3,9,0
20251114_221149_squad_Baltic_Main.jsonl,10,1,100.0,3,0,0,1,14,0
20251114_221149_squad_Baltic_Main.jsonl,2,2,150.0,6,5,1,2,1,1
20251114_221149_squad_Baltic_Main.jsonl,6,1,45.358463287353516,4,2,1,0,6,0
20251114_221149_squad_Baltic_Main.jsonl,13,0,0.0,1,0,1,0,12,0
20251114_221149_squad_Baltic_Main.jsonl,9,0,0.0,2,0,0,0,25,0
20251114_221149_squad_Baltic_Main.jsonl,5,1,63.0,3,2,0,0,100,0
20251114_221149_squad_Baltic_Main.jsonl,12,2,90.0,4,4,0,1,10,0
20251114_221149_squad_Baltic_Main.jsonl,1,4,291.01568603515625,0,9,0,4,8,0
20251114_221149_squad_Baltic_Main.jsonl,14,2,200.0,3,2,0,2,24,0
20251114_221149_squad_Baltic_Main.jsonl,15,0,0.0,0,0,0,0,26,0
20251114_220748_squad_Baltic_Main.jsonl,13,2,137.0,4,4,0,2,10,0
20251114_220748_squad_Baltic_Main.jsonl,1,3,281.57181549072266,9,7,1,3,1,1
20251114_220748_squad_Baltic_Main.jsonl,8,2,163.5762825012207,11,5,1,2,3,1
20251114_220748_squad_Baltic_Main.jsonl,10,1,57.20000076293945,0,2,0,1,100,0
20251114_220748_squad_Baltic_Main.jsonl,6,2,130.0,2,4,1,1,4,1
20251114_220748_squad_Baltic_Main.jsonl,5,1,47.589744567871094,1,1,1,1,9,0
20251114_220748_squad_Baltic_Main.jsonl,9,0,0.0,3,0,0,0,21,0
20251114_220748_squad_Baltic_Main.jsonl,12,1,75.0,0,3,1,1,6,0
20251114_220748_squad_Baltic_Main.jsonl,2,0,0.0,2,0,0,0,19,0
20251114_220748_squad_Baltic_Main.jsonl,11,0,0.0,1,0,0,0,15,0
20251114_220748_squad_Baltic_Main.jsonl,4,1,70.61933898925781,0,2,1,1,7,0
20251114_220748_squad_Baltic_Main.jsonl,3,1,100.0,2,2,0,1,5,0
20251114_220748_squad_Baltic_Main.jsonl,7,0,0.0,4,0,0,0,22,0
20251114_220748_squad_Baltic_Main.jsonl,15,4,400.0,7,8,0,4,2,1
20251114_220748_squad_Baltic_Main.jsonl,16,1,100.0,3,2,0,1,11,0
20251114_220748_squad_Baltic_Main.jsonl,17,0,0.0,0,0,0,0,17,0
20251114_220748_squad_Baltic_Main.jsonl,18,0,0.0,2,0,0,0,14,0
20251114_220748_squad_Baltic_Main.jsonl,14,0,0.0,0,0,0,0,25,0
20251114_212022_squad_Baltic_Main.jsonl,3,4,388.0,4,8,0,4,1,1
20251114_212022_squad_Baltic_Main.jsonl,1,3,211.8499984741211,1,8,0,3,2,1
20251114_212022_squad_Baltic_Main.jsonl,2,0,0.0,0,0,0,0,11,0
20251115_011434_squad_Baltic_Main.jsonl,3,0,0.0,0,0,1,0,5,0
20251115_011434_squad_Baltic_Main.jsonl,4,0,0.0,3,0,0,0,14,0
20251115_011434_squad_Baltic_Main.jsonl,1,1,77.0,1,2,1,1,2,1
20251115_011434_squad_Baltic_Main.jsonl,2,2,193.6000747680664,3,5,1,2,1,1
20251115_012042_squad_Baltic_Main.jsonl,1,0,0.0,0,0,0,0,23,0
20251115_012042_squad_Baltic_Main.jsonl,4,0,0.0,2,0,1,0,8,0
20251115_012042_squad_Baltic_Main.jsonl,2,4,400.0,1,8,1,4,1,1
20251115_012042_squad_Baltic_Main.jsonl,3,1,65.00015258789062,0,3,0,0,100,0
20251115_010822_squad_Baltic_Main.jsonl,6,3,282.0,2,8,1,3,2,1
20251115_010822_squad_Baltic_Main.jsonl,13,1,49.91089630126953,2,1,0,1,100,0
20251115_010822_squad_Baltic_Main.jsonl,2,0,0.0,0,0,0,0,8,0
20251115_010822_squad_Baltic_Main.jsonl,12,1,100.0,0,0,0,1,17,0
20251115_010822_squad_Baltic_Main.jsonl,4,0,0.0,1,0,0,0,29,0
20251115_010822_squad_Baltic_Main.jsonl,1,2,60.7599983215332,1,4,0,2,21,0
20251115_010822_squad_Baltic_Main.jsonl,10,4,400.0,9,9,1,4,4,1
20251115_010822_squad_Baltic_Main.jsonl,7,1,100.0,10,2,1,1,1,1
20251115_010822_squad_Baltic_Main.jsonl,9,1,55.0,1,2,0,1,100,0
20251115_010822_squad_Baltic_Main.jsonl,3,0,0.0,0,0,0,0,31,0
20251115_010822_squad_Baltic_Main.jsonl,11,0,0.0,2,0,0,0,10,0
20251115_010822_squad_Baltic_Main.jsonl,5,0,0.0,0,0,0,0,30,0
20251115_010822_squad_Baltic_Main.jsonl,8,1,100.0,0,1,0,1,100,0
20251115_010314_squad_Baltic_Main.jsonl,3,1,49.20006561279297,0,2,0,1,100,0
20251115_010314_squad_Baltic_Main.jsonl,7,3,237.92934036254883,10,8,1,3,1,1
20251115_010314_squad_Baltic_Main.jsonl,10,4,367.75611114501953,3,10,1,4,3,1
20251115_010314_squad_Baltic_Main.jsonl,8,0,0.0,5,0,0,0,16,0
20251115_010314_squad_Baltic_Main.jsonl,9,0,0.0,1,0,0,0,10,0
20251115_010314_squad_Baltic_Main.jsonl,2,0,0.0,3,0,0,0,13,0
20251115_010314_squad_Baltic_Main.jsonl,4,0,0.0,1,0,0,0,23,0
20251115_010314_squad_Baltic_Main.jsonl,6,0,0.0,0,0,0,0,28,0
20251115_010314_squad_Baltic_Main.jsonl,11,1,98.0,1,3,1,1,9,0
20251115_010314_squad_Baltic_Main.jsonl,5,0,0.0,3,0,0,0,25,0
20251115_010314_squad_Baltic_Main.jsonl,12,4,400.0,4,8,1,4,5,0
20251115_010314_squad_Baltic_Main.jsonl,1,1,4.8600006103515625,7,3,1,1,100,0
20251115_010314_squad_Baltic_Main.jsonl,13,1,100.0,0,0,0,1,27,0
20251115_010314_squad_Baltic_Main.jsonl,14,0,0.0,0,0,0,0,26,0
20251115_010314_squad_Baltic_Main.jsonl,15,4,400.0,7,8,1,4,2,1
20251115_010314_squad_Baltic_Main.jsonl,17,1,100.0,1,0,0,1,15,0
20251115_010314_squad_Baltic_Main.jsonl,16,1,26.028547286987305,3,2,0,1,100,0
20251115_001534_squad_Baltic_Main.jsonl,8,0,0.0,0,0,0,0,7,0
20251115_001534_squad_Baltic_Main.jsonl,9,1,100.0,1,3,0,1,10,0
20251115_001534_squad_Baltic_Main.jsonl,15,1,79.0,3,3,1,1,6,0
20251115_001534_squad_Baltic_Main.jsonl,4,1,100.0,2,2,0,1,100,0
20251115_001534_squad_Baltic_Main.jsonl,5,1,56.400001525878906,2,2,0,0,8,0
20251115_001534_squad_Baltic_Main.jsonl,7,0,0.0,7,0,0,0,11,0
20251115_001534_squad_Baltic_Main.jsonl,6,3,281.2832717895508,13,6,0,3,4,1
20251115_001534_squad_Baltic_Main.jsonl,12,4,319.6738967895508,9,10,1,4,1,1
20251115_001534_squad_Baltic_Main.jsonl,10,0,0.0,2,0,0,0,15,0
20251115_001534_squad_Baltic_Main.jsonl,14,0,0.0,0,0,0,0,13,0
20251115_001534_squad_Baltic_Main.jsonl,1,1,100.0,7,2,1,1,3,1
20251115_001534_squad_Baltic_Main.jsonl,2,4,329.05133056640625,9,9,1,4,5,0
20251115_001534_squad_Baltic_Main.jsonl,11,1,47.125892639160156,2,2,0,1,100,0
20251115_001534_squad_Baltic_Main.jsonl,3,0,0.0,1,0,0,0,9,0
20251115_001534_squad_Baltic_Main.jsonl,16,0,0.0,3,0,0,0,12,0
20251115_001534_squad_Baltic_Main.jsonl,13,0,0.0,3,0,0,0,16,0
20251115_000513_squad_Baltic_Main.jsonl,3,4,256.41176986694336,5,9,1,4,1,1
20251115_000513_squad_Baltic_Main.jsonl,1,1,100.0,2,2,1,1,7,0
20251115_000513_squad_Baltic_Main.jsonl,2,0,0.0,2,0,0,0,10,0
20251114_231522_squad_Baltic_Main.jsonl,8,0,0.0,0,0,0,0,14,0
20251114_231522_squad_Baltic_Main.jsonl,1,4,311.87270736694336,4,8,0,4,1,1
20251114_231522_squad_Baltic_Main.jsonl,9,0,0.0,0,0,0,0,19,0
20251114_231522_squad_Baltic_Main.jsonl,3,1,27.185108184814453,1,2,0,1,18,0
20251114_231522_squad_Baltic_Main.jsonl,6,0,0.0,1,0,1,0,8,0
20251114_231522_squad_Baltic_Main.jsonl,12,1,75.0,3,1,0,1,25,0
20251114_231522_squad_Baltic_Main.jsonl,5,1,2.066802978515625,4,2,1,1,100,0
20251114_231522_squad_Baltic_Main.jsonl,11,0,0.0,1,0,0,0,27,0
20251114_231522_squad_Baltic_Main.jsonl,4,1,54.0,5,2,0,0,7,0
20251114_231522_squad_Baltic_Main.jsonl,10,3,300.0,5,6,0,3,2,1
20251114_231522_squad_Baltic_Main.jsonl,13,2,188.46936798095703,8,4,1,2,4,1
20251114_231522_squad_Baltic_Main.jsonl,7,0,0.0,0,0,0,0,28,0
20251114_231522_squad_Baltic_Main.jsonl,15,0,0.0,4,0,1,0,9,0
20251114_231522_squad_Baltic_Main.jsonl,2,0,0.0,3,0,0,0,26,0
20251114_231522_squad_Baltic_Main.jsonl,16,4,275.0116424560547,5,8,0,4,3,1
20251114_231522_squad_Baltic_Main.jsonl,14,2,107.0,2,4,0,2,6,0
20251114_231522_squad_Baltic_Main.jsonl,17,1,42.269962310791016,0,3,0,0,17,0
20251114_230849_squad_Baltic_Main.jsonl,8,0,0.0,2,0,1,0,9,0
20251114_230849_squad_Baltic_Main.jsonl,7,0,0.0,2,0,0,0,18,0
20251114_230849_squad_Baltic_Main.jsonl,2,1,16.14377212524414,0,2,0,1,10,0
20251114_230849_squad_Baltic_Main.jsonl,6,0,0.0,0,0,0,0,12,0
20251114_230849_squad_Baltic_Main.jsonl,5,4,400.0,2,9,1,4,5,0
20251114_230849_squad_Baltic_Main.jsonl,11,1,100.0,2,2,0,1,100,0
20251114_230849_squad_Baltic_Main.jsonl,4,4,394.9714050292969,20,8,1,4,1,1
20251114_230849_squad_Baltic_Main.jsonl,1,1,49.707359313964844,4,2,0,1,14,0
20251114_230849_squad_Baltic_Main.jsonl,10,0,0.0,0,0,0,0,28,0
20251114_230849_squad_Baltic_Main.jsonl,3,0,0.0,1,0,1,0,7,0
20251114_230849_squad_Baltic_Main.jsonl,9,0,0.0,6,0,0,0,13,0
20251114_230849_squad_Baltic_Main.jsonl,12,3,289.9904098510742,3,6,1,3,2,1
20251114_230849_squad_Baltic_Main.jsonl,13,1,66.29076385498047,1,2,0,1,100,0
20251114_230849_squad_Baltic_Main.jsonl,14,3,269.79000091552734,1,2,0,3,100,0
20251114_230849_squad_Baltic_Main.jsonl,15,0,0.0,1,0,0,0,25,0
20251114_230849_squad_Baltic_Main.jsonl,16,3,293.0,12,7,1,3,6,0
20251114_230849_squad_Baltic_Main.jsonl,17,1,75.0,0,2,0,1,27,0
20251115_030829_squad_Baltic_Main.jsonl,2,1,100.0,3,0,0,1,8,0
20251115_030829_squad_Baltic_Main.jsonl,1,1,82.0,3,2,0,1,1,1
20251115_030543_squad_Baltic_Main.jsonl,15,0,0.0,0,0,0,0,22,0
20251115_030543_squad_Baltic_Main.jsonl,13,2,197.61708068847656,5,5,0,2,3,1
20251115_030543_squad_Baltic_Main.jsonl,1,1,34.87187194824219,2,2,0,1,16,0
20251115_030543_squad_Baltic_Main.jsonl,14,1,13.402080535888672,0,2,0,0,100,0
20251115_030543_squad_Baltic_Main.jsonl,3,1,100.0,0,0,0,1,31,0
20251115_030543_squad_Baltic_Main.jsonl,9,3,190.98907470703125,7,6,1,3,1,1
20251115_030543_squad_Baltic_Main.jsonl,8,0,0.0,0,0,0,0,36,0
20251115_030543_squad_Baltic_Main.jsonl,5,1,83.0,1,2,1,1,100,0
20251115_030543_squad_Baltic_Main.jsonl,6,1,46.17668151855469,0,0,0,1,100,0
20251115_030543_squad_Baltic_Main.jsonl,12,0,0.0,0,0,0,0,18,0
20251115_030543_squad_Baltic_Main.jsonl,18,0,0.0,0,0,0,0,37,0
20251115_030543_squad_Baltic_Main.jsonl,17,0,0.0,0,0,0,0,17,0
20251115_030543_squad_Baltic_Main.jsonl,7,0,0.0,0,0,0,0,34,0
20251115_030543_squad_Baltic_Main.jsonl,2,1,54.66090774536133,0,1,0,1,100,0
20251115_030543_squad_Baltic_Main.jsonl,11,1,72.0,0,3,0,1,100,0
20251115_030543_squad_Baltic_Main.jsonl,20,4,383.0,1,5,1,4,2,1
20251115_030543_squad_Baltic_Main.jsonl,4,0,0.0,0,0,0,0,14,0
20251115_030543_squad_Baltic_Main.jsonl,10,1,100.0,0,1,0,1,4,1
20251115_030543_squad_Baltic_Main.jsonl,16,1,20.24492645263672,0,2,0,1,100,0
20251115_030543_squad_Baltic_Main.jsonl,21,0,0.0,0,0,0,0,33,0
20251115_030543_squad_Baltic_Main.jsonl,19,1,0.8033320903778076,0,0,0,0,100,0
20251115_030042_squad_Baltic_Main.jsonl,2,1,100.0,1,2,0,1,100,0
20251115_030042_squad_Baltic_Main.jsonl,3,3,252.0,3,6,1,3,1,1
20251115_030042_squad_Baltic_Main.jsonl,1,3,286.5306625366211,0,8,1,3,2,1
20251115_023403_squad_Baltic_Main.jsonl,3,3,261.0,1,6,1,3,1,1
20251115_023403_squad_Baltic_Main.jsonl,1,0,0.0,1,0,1,0,4,1
20251115_023403_squad_Baltic_Main.jsonl,2,1,45.1113395690918,0,2,1,0,2,1
20251115_023403_squad_Baltic_Main.jsonl,4,0,0.0,0,0,0,0,11,0
20251115_022750_squad_Baltic_Main.jsonl,2,0,0.0,0,0,1,0,5,0
20251115_022750_squad_Baltic_Main.jsonl,1,4,400.0,1,10,1,4,1,1
20251115_022750_squad_Baltic_Main.jsonl,3,2,200.0,3,4,1,2,2,1
20251115_020245_squad_Baltic_Main.jsonl,1,2,200.0,0,4,1,2,2,1
20251115_020245_squad_Baltic_Main.jsonl,2,0,0.0,3,0,1,0,6,0
20251115_020245_squad_Baltic_Main.jsonl,3,2,200.0,1,5,1,2,1,1
20251115_013017_squad_Baltic_Main.jsonl,7,0,0.0,4,0,0,0,16,0
20251115_013017_squad_Baltic_Main.jsonl,9,0,0.0,0,0,0,0,23,0
20251115_013017_squad_Baltic_Main.jsonl,1,0,0.0,0,0,0,0,6,0
20251115_013017_squad_Baltic_Main.jsonl,2,1,97.0,2,2,1,1,100,0
20251115_013017_squad_Baltic_Main.jsonl,10,1,31.344266891479492,5,2,1,1,3,1
20251115_013017_squad_Baltic_Main.jsonl,4,0,0.0,1,0,1,0,7,0
20251115_013017_squad_Baltic_Main.jsonl,11,1,3.386013984680176,0,1,0,0,100,0
20251115_013017_squad_Baltic_Main.jsonl,3,1,100.0,0,0,0,1,100,0
20251115_013017_squad_Baltic_Main.jsonl,8,2,200.0,9,5,1,2,1,1
20251115_013017_squad_Baltic_Main.jsonl,5,0,0.0,0,0,0,0,30,0
20251115_013017_squad_Baltic_Main.jsonl,6,0,0.0,0,0,0,0,15,0
20251115_012657_squad_Baltic_Main.jsonl,2,2,161.7202606201172,3,5,1,2,100,0
20251115_012657_squad_Baltic_Main.jsonl,1,3,217.0,2,6,1,2,3,1
20251115_012629_squad_Baltic_Main.jsonl,8,1,75.0,0,2,0,1,16,0
20251115_012629_squad_Baltic_Main.jsonl,12,1,89.52604675292969,3,2,0,1,100,0
20251115_012629_squad_Baltic_Main.jsonl,5,1,100.0,8,2,0,1,8,0
20251115_012629_squad_Baltic_Main.jsonl,15,1,100.0,1,0,0,1,18,0
20251115_012629_squad_Baltic_Main.jsonl,7,1,100.0,0,2,0,1,17,0
20251115_012629_squad_Baltic_Main.jsonl,14,0,0.0,3,0,0,0,13,0
20251115_012629_squad_Baltic_Main.jsonl,4,0,0.0,0,0,0,0,19,0
20251115_012629_squad_Baltic_Main.jsonl,13,0,0.0,2,0,0,0,12,0
20251115_012629_squad_Baltic_Main.jsonl,1,1,55.0,9,2,1,1,100,0
20251115_012629_squad_Baltic_Main.jsonl,9,2,200.0,3,5,1,2,3,1
20251115_012629_squad_Baltic_Main.jsonl,10,3,294.0,2,6,0,3,2,1
20251115_012629_squad_Baltic_Main.jsonl,6,0,0.0,0,0,0,0,6,0
20251115_012629_squad_Baltic_Main.jsonl,16,1,75.0,2,2,0,1,100,0
20251115_012629_squad_Baltic_Main.jsonl,2,0,0.0,0,0,0,0,14,0
20251115_012629_squad_Baltic_Main.jsonl,11,1,27.679214477539062,2,2,0,1,9,0
20251115_012629_squad_Baltic_Main.jsonl,17,3,300.0,6,6,1,3,1,1
20251115_012629_squad_Baltic_Main.jsonl,3,0,0.0,0,0,0,0,11,0
20251115_012629_squad_Baltic_Main.jsonl,18,0,0.0,7,0,1,0,7,0
20251115_012629_squad_Baltic_Main.jsonl,19,1,77.0,11,3,0,1,100,0
20251115_040947_squad_Baltic_Main.jsonl,2,4,400.0,3,8,1,4,1,1
20251115_040947_squad_Baltic_Main.jsonl,1,0,0.0,0,0,0,0,14,0
20251115_035714_squad_Baltic_Main.jsonl,5,0,0.0,4,0,0,0,17,0
20251115_035714_squad_Baltic_Main.jsonl,19,2,200.0,13,5,1,2,5,0
20251115_035714_squad_Baltic_Main.jsonl,14,0,0.0,1,0,0,0,21,0
20251115_035714_squad_Baltic_Main.jsonl,11,4,400.0,12,9,1,4,3,1
20251115_035714_squad_Baltic_Main.jsonl,7,0,0.0,0,0,0,0,8,0
20251115_035714_squad_Baltic_Main.jsonl,15,4,373.5931930541992,9,7,1,4,2,1
20251115_035714_squad_Baltic_Main.jsonl,23,1,100.0,1,3,0,1,25,0
20251115_035714_squad_Baltic_Main.jsonl,1,1,78.40968322753906,3,2,0,1,100,0
20251115_035714_squad_Baltic_Main.jsonl,4,0,0.0,0,0,0,0,19,0
20251115_035714_squad_Baltic_Main.jsonl,3,0,0.0,2,0,0,0,9,0
20251115_035714_squad_Baltic_Main.jsonl,22,1,100.0,5,3,1,1,7,0
20251115_035714_squad_Baltic_Main.jsonl,28,2,200.0,0,0,0,2,100,0
20251115_035714_squad_Baltic_Main.jsonl,2,0,0.0,9,0,1,0,11,0
20251115_035714_squad_Baltic_Main.jsonl,18,0,0.0,0,0,0,0,14,0
20251115_035714_squad_Baltic_Main.jsonl,16,1,23.090280532836914,4,0,0,1,22,0
20251115_035714_squad_Baltic_Main.jsonl,21,1,64.1969223022461,0,2,0,1,26,0
