match_id,time_sec,team_id,is_winner,P1_hp,P1_groggy,P1_helm,P1_vest,P1_smoke,P1_kill,P1_medkit,P1_firstaid,P1_painkiller,P1_drink,P1_adrenaline,P1_grenade,P1_flash,P1_molotov,P1_dX,P1_dY,P1_z_norm,P2_hp,P2_groggy,P2_medkit,P2_firstaid,P2_painkiller,P2_drink,P2_adrenaline,P2_smoke,P2_grenade,P2_flash,P2_molotov,P2_helm,P2_vest,P2_kill,P2_dX,P2_dY,P2_z_norm,P3_hp,P3_groggy,P3_medkit,P3_firstaid,P3_painkiller,P3_drink,P3_adrenaline,P3_smoke,P3_grenade,P3_flash,P3_molotov,P3_helm,P3_vest,P3_kill,P3_dX,P3_dY,P3_z_norm,P4_hp,P4_groggy,P4_medkit,P4_firstaid,P4_painkiller,P4_drink,P4_adrenaline,P4_smoke,P4_grenade,P4_flash,P4_molotov,P4_helm,P4_vest,P4_kill,P4_dX,P4_dY,P4_z_norm,num_alive,total_health
vikendi1st.jsonl,1400,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,285458.94,112829.84,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1400,11,0,21.63,0,2,2,3,2,0,6,0,7,0,3,1,3,8750.66,16254.84,1.86,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1433.62,12869.59,1.3,2,100.63
vikendi1st.jsonl,1400,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-9201.62,2763.69,-0.13,45.6,0,0,1,0,3,0,0,4,2,1,2,2,1,-9431.88,2352.84,-0.13,59.75,0,1,3,1,5,0,0,2,0,0,2,3,0,-10523.59,2449.03,-0.27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,180.35
vikendi1st.jsonl,1400,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,94.0,0,0,5,1,3,0,7,8,6,2,2,2,6,15057.5,4275.34,-0.11,1,94.0
vikendi1st.jsonl,1400,25,0,86.0,0,2,2,6,2,0,3,0,0,0,4,4,2,-15057.94,-7294.16,-1.34,97.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-15707.59,-3570.94,-1.37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,183.0
vikendi1st.jsonl,1401,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,241063.44,-99978.2,-0.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1401,11,0,21.63,0,2,2,3,2,0,6,0,7,0,3,1,3,8750.66,16254.84,1.91,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1433.62,12869.59,1.38,2,100.63
vikendi1st.jsonl,1401,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-9201.62,2763.69,0.02,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-9784.19,2187.03,-0.03,59.75,0,1,3,1,5,0,0,2,0,0,2,3,0,-10523.59,2449.03,-0.12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,209.75
vikendi1st.jsonl,1401,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,94.0,0,0,5,1,3,0,7,8,6,2,2,2,6,15057.5,4275.34,0.04,1,94.0
vikendi1st.jsonl,1401,25,0,86.0,0,2,2,6,2,0,3,0,0,0,4,4,2,-15057.94,-7294.16,-1.14,97.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-15707.59,-3570.94,-1.16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,183.0
vikendi1st.jsonl,1402,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,89731.5,86503.97,1.37,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1402,11,0,21.63,0,2,2,3,2,0,6,0,7,0,3,1,3,8750.66,16254.84,1.49,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1433.62,12869.59,1.0,2,100.63
vikendi1st.jsonl,1402,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-9201.62,2763.69,-0.26,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-9784.19,2187.03,-0.3,59.75,0,1,3,1,5,0,0,2,0,0,2,3,0,-10523.59,2449.03,-0.38,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,209.75
vikendi1st.jsonl,1402,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,94.0,0,0,5,1,3,0,7,8,6,2,2,2,6,15057.5,4275.34,-0.24,1,94.0
vikendi1st.jsonl,1402,25,0,86.0,0,2,2,6,2,0,3,0,0,0,4,4,2,-15057.94,-7294.16,-1.32,97.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-15707.59,-3570.94,-1.34,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,183.0
vikendi1st.jsonl,1403,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,-5423.97,376354.97,0.14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1403,11,0,21.63,0,2,2,3,2,0,6,0,7,0,3,1,3,8750.66,16254.84,1.87,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1433.62,12869.59,1.32,2,100.63
vikendi1st.jsonl,1403,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-9201.62,2763.69,-0.12,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-9784.19,2187.03,-0.16,59.75,0,1,3,1,5,0,0,2,0,0,2,3,0,-10523.59,2449.03,-0.26,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,209.75
vikendi1st.jsonl,1403,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,94.0,0,0,5,1,3,0,7,8,6,2,2,2,6,15057.5,4275.34,-0.1,1,94.0
vikendi1st.jsonl,1403,25,0,86.0,0,2,2,6,2,0,3,0,0,0,4,4,2,-15057.94,-7294.16,-1.33,97.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-15707.59,-3570.94,-1.36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,183.0
vikendi1st.jsonl,1404,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,285377.44,123722.41,0.77,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1404,11,0,21.63,0,2,2,3,2,0,6,0,7,0,3,1,3,9980.16,17711.62,1.73,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.0,0,0,5,0,1,0,6,7,3,2,2,3,2,2663.12,14326.38,1.19,2,100.63
vikendi1st.jsonl,1404,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-7972.12,4220.47,-0.19,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-8554.69,3643.81,-0.24,59.75,0,1,3,1,5,0,0,2,0,0,2,3,0,-9294.09,3905.81,-0.33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,209.75
vikendi1st.jsonl,1404,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,94.0,0,0,5,1,3,0,7,8,6,2,2,2,6,16287.0,5732.12,-0.17,1,94.0
vikendi1st.jsonl,1404,25,0,86.0,0,2,2,6,2,0,3,0,0,0,4,4,2,-13828.44,-5837.38,-1.36,97.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-14478.09,-2114.16,-1.39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,183.0
vikendi1st.jsonl,1405,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,193074.56,22501.66,-1.03,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1405,11,0,21.63,0,2,2,3,2,0,6,0,7,0,3,1,3,9980.16,17711.62,1.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.0,0,0,5,0,1,0,6,7,3,2,2,3,2,2663.12,14326.38,1.38,2,100.63
vikendi1st.jsonl,1405,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-7972.12,4220.47,0.03,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-8554.69,3643.81,-0.02,59.75,0,1,3,1,5,0,0,2,0,0,2,3,0,-9294.09,3905.81,-0.11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,209.75
vikendi1st.jsonl,1405,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,94.0,0,0,5,1,3,0,7,8,6,2,2,2,6,16287.0,5732.12,0.04,1,94.0
vikendi1st.jsonl,1405,25,0,86.0,0,2,2,6,2,0,3,0,0,0,4,4,2,-13828.44,-5837.38,-1.12,100.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-14782.16,-783.44,-1.07,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,186.0
vikendi1st.jsonl,1406,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,193074.56,22501.66,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1406,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.0,0,0,5,0,1,0,6,7,3,2,2,3,2,2663.12,14326.38,2.06,1,79.0
vikendi1st.jsonl,1406,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-7972.12,4220.47,0.34,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-8554.69,3643.81,0.28,59.75,0,1,3,1,5,0,0,2,0,0,2,3,0,-9294.09,3905.81,0.16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,209.75
vikendi1st.jsonl,1406,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,94.0,0,0,5,1,3,0,7,8,6,2,2,2,6,16287.0,5732.12,0.36,1,94.0
vikendi1st.jsonl,1406,25,0,86.0,0,2,2,6,2,0,3,0,0,0,4,4,2,-13828.44,-5837.38,-1.13,100.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-14782.16,-783.44,-1.07,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,186.0
vikendi1st.jsonl,1407,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,-97496.25,-131645.64,0.94,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1407,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,79.0,0,0,5,0,1,0,6,7,3,2,2,3,2,2663.12,14326.38,1.8,1,79.0
vikendi1st.jsonl,1407,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-7972.12,4220.47,0.06,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-8554.69,3643.81,0.0,59.75,0,1,3,1,5,0,0,2,0,0,2,3,0,-9294.09,3905.81,-0.11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,209.75
vikendi1st.jsonl,1407,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,94.0,0,0,5,1,3,0,7,8,6,2,2,2,6,16287.0,5732.12,0.08,1,94.0
vikendi1st.jsonl,1407,25,0,86.0,0,2,2,6,2,0,3,0,0,0,4,4,2,-13828.44,-5837.38,-1.42,100.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-14782.16,-783.44,-1.36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,186.0
vikendi1st.jsonl,1408,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,-450.91,345773.75,1.76,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1408,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,83.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1167.12,10909.62,0.88,1,83.0
vikendi1st.jsonl,1408,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-7972.12,4220.47,0.11,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-8554.69,3643.81,0.06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,150.0
vikendi1st.jsonl,1408,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,96.0,0,0,5,1,3,0,7,8,6,2,2,2,6,12144.41,5022.66,-0.37,1,96.0
vikendi1st.jsonl,1408,25,0,30.2,0,2,2,6,2,0,3,0,0,0,4,4,2,-12510.03,-5096.56,-1.12,100.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-14782.16,-783.44,-1.31,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,130.2
vikendi1st.jsonl,1409,0,0,1232.13,0,0,0,0,2,0,0,0,0,0,0,0,0,195369.0,23246.16,-0.33,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1232.13
vikendi1st.jsonl,1409,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,83.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1167.12,10909.62,1.72,1,83.0
vikendi1st.jsonl,1409,18,1,75.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-7972.12,4220.47,0.63,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-8554.69,3643.81,0.55,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,150.0
vikendi1st.jsonl,1409,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,96.0,0,0,5,1,3,0,7,8,6,2,2,2,7,12144.41,5022.66,-0.06,1,96.0
vikendi1st.jsonl,1409,25,0,30.2,0,2,2,6,2,0,3,0,0,0,4,4,2,-12510.03,-5096.56,-1.13,100.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-14782.16,-783.44,-1.39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,130.2
vikendi1st.jsonl,1410,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,287933.44,117172.16,0.41,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1410,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,83.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1167.12,10909.62,1.64,1,83.0
vikendi1st.jsonl,1410,18,1,78.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-8589.62,3999.09,0.38,75.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-8554.69,3643.81,0.46,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,153.0
vikendi1st.jsonl,1410,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,96.0,0,0,5,1,3,0,7,8,6,2,2,2,7,12144.41,5022.66,-0.16,1,96.0
vikendi1st.jsonl,1410,25,0,30.2,0,2,2,6,2,0,2,0,0,0,4,4,2,-12510.03,-5096.56,-1.23,100.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-14782.16,-783.44,-1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,130.2
vikendi1st.jsonl,1411,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,240080.12,313424.0,1.36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1411,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,83.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1167.12,10909.62,1.24,1,83.0
vikendi1st.jsonl,1411,18,1,78.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-8589.62,3999.09,0.16,78.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-8673.75,4141.0,0.15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,156.0
vikendi1st.jsonl,1411,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,96.0,0,0,5,1,3,0,7,8,6,2,2,2,7,12144.41,5022.66,-0.29,1,96.0
vikendi1st.jsonl,1411,25,0,30.2,0,2,2,6,2,0,2,0,0,0,4,4,2,-12510.03,-5096.56,-1.2,100.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-14782.16,-783.44,-1.43,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,130.2
vikendi1st.jsonl,1412,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,90743.59,88517.12,2.01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1412,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,83.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1167.12,10909.62,0.67,1,83.0
vikendi1st.jsonl,1412,18,1,78.0,0,2,2,2,2,0,2,1,2,0,3,0,0,-8589.62,3999.09,-0.07,78.0,0,0,1,0,3,0,0,4,2,1,2,2,1,-8673.75,4141.0,-0.07,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,156.0
vikendi1st.jsonl,1412,21,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,96.0,0,0,5,1,3,0,7,8,6,2,2,2,7,12144.41,5022.66,-0.38,1,96.0
vikendi1st.jsonl,1412,25,0,30.2,0,2,2,6,2,0,2,0,0,0,4,4,2,-12510.03,-5096.56,-1.01,100.0,0,0,6,0,0,0,0,3,1,2,2,2,1,-14782.16,-783.44,-1.16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,130.2
vikendi1st.jsonl,1413,0,0,1600.0,0,0,0,0,2,0,0,0,0,0,0,0,0,-5238.72,377468.88,0.82,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1600.0
vikendi1st.jsonl,1413,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,83.0,0,0,5,0,1,0,6,7,3,2,2,3,2,1167.12,10909.62,1.52,1,83.0
