filename,filepath,total_players,ai_count,ai_ratio
20251116_084810_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_084810_squad_Baltic_Main.jsonl,98,44,0.4489795918367347
20251107_172257_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_172257_squad_Baltic_Main.jsonl,100,92,0.92
20251112_091157_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_091157_squad_Baltic_Main.jsonl,98,63,0.6428571428571429
20251112_045726_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_045726_squad_Baltic_Main.jsonl,98,61,0.6224489795918368
20251111_223942_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_223942_squad_Baltic_Main.jsonl,100,92,0.92
20251111_050248_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_050248_squad_Baltic_Main.jsonl,100,92,0.92
20251110_101746_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_101746_squad_Tiger_Main.jsonl,98,43,0.4387755102040816
20251108_074000_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_074000_squad_Baltic_Main.jsonl,100,92,0.92
20251107_201042_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_201042_squad_Baltic_Main.jsonl,100,90,0.9
20251106_082937_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_082937_squad_Baltic_Main.jsonl,99,90,0.9090909090909091
20251109_091454_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_091454_squad_Baltic_Main.jsonl,99,91,0.9191919191919192
20251114_113153_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_113153_squad_Tiger_Main.jsonl,96,40,0.4166666666666667
20251105_135224_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_135224_squad_Baltic_Main.jsonl,100,90,0.9
20251115_000634_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_000634_squad_Desert_Main.jsonl,100,95,0.95
20251112_185954_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_185954_squad_Baltic_Main.jsonl,100,92,0.92
20251114_121132_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_121132_squad_Baltic_Main.jsonl,96,41,0.4270833333333333
20251107_105158_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_105158_squad_Baltic_Main.jsonl,100,92,0.92
20251107_150031_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_150031_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251105_084620_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_084620_squad_Baltic_Main.jsonl,100,92,0.92
20251110_155212_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_155212_squad_Baltic_Main.jsonl,100,88,0.88
20251112_111018_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_111018_squad_Baltic_Main.jsonl,100,92,0.92
20251110_105443_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_105443_squad_Baltic_Main.jsonl,100,43,0.43
20251113_222143_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_222143_squad_Baltic_Main.jsonl,100,92,0.92
20251106_113645_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_113645_squad_Baltic_Main.jsonl,100,92,0.92
20251112_152138_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_152138_squad_Baltic_Main.jsonl,95,40,0.42105263157894735
20251105_132452_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_132452_squad_Baltic_Main.jsonl,100,91,0.91
20251115_202334_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_202334_squad_Baltic_Main.jsonl,100,92,0.92
20251108_025903_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_025903_squad_Baltic_Main.jsonl,100,89,0.89
20251111_190354_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_190354_squad_Desert_Main.jsonl,99,41,0.41414141414141414
20251107_111941_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_111941_squad_Baltic_Main.jsonl,100,92,0.92
20251116_052538_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_052538_squad_Desert_Main.jsonl,95,43,0.45263157894736844
20251105_144756_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_144756_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251112_154710_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_154710_squad_Tiger_Main.jsonl,96,40,0.4166666666666667
20251109_095016_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_095016_squad_Baltic_Main.jsonl,100,92,0.92
20251108_131339_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_131339_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251114_065430_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_065430_squad_Tiger_Main.jsonl,100,41,0.41
20251109_072355_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_072355_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251110_125742_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_125742_squad_Tiger_Main.jsonl,97,42,0.4329896907216495
20251106_134915_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_134915_squad_Baltic_Main.jsonl,100,92,0.92
20251110_162248_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_162248_squad_Baltic_Main.jsonl,100,92,0.92
20251115_082621_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_082621_squad_Baltic_Main.jsonl,100,92,0.92
20251115_160933_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_160933_squad_Baltic_Main.jsonl,100,89,0.89
20251107_085928_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_085928_squad_Baltic_Main.jsonl,100,92,0.92
20251112_110115_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_110115_squad_Baltic_Main.jsonl,100,91,0.91
20251115_181106_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_181106_squad_Desert_Main.jsonl,100,99,0.99
20251107_112956_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_112956_squad_Baltic_Main.jsonl,100,92,0.92
20251114_161157_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_161157_squad_Desert_Main.jsonl,100,86,0.86
20251116_000833_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_000833_squad_Baltic_Main.jsonl,100,93,0.93
20251110_065304_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_065304_squad_Baltic_Main.jsonl,100,92,0.92
20251114_134404_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_134404_squad_Baltic_Main.jsonl,100,91,0.91
20251112_044853_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_044853_squad_Baltic_Main.jsonl,100,92,0.92
20251111_090822_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_090822_squad_Tiger_Main.jsonl,95,44,0.4631578947368421
20251116_105110_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_105110_squad_Baltic_Main.jsonl,100,89,0.89
20251115_100006_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_100006_squad_Baltic_Main.jsonl,98,92,0.9387755102040817
20251113_033143_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_033143_squad_Baltic_Main.jsonl,100,92,0.92
20251116_155810_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_155810_squad_Tiger_Main.jsonl,99,41,0.41414141414141414
20251107_073147_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_073147_squad_Tiger_Main.jsonl,98,41,0.41836734693877553
20251112_022950_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_022950_squad_Baltic_Main.jsonl,100,92,0.92
20251108_213221_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_213221_squad_Baltic_Main.jsonl,100,90,0.9
20251110_112950_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_112950_squad_Baltic_Main.jsonl,100,92,0.92
20251110_044714_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_044714_squad_Tiger_Main.jsonl,98,44,0.4489795918367347
20251108_183915_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_183915_squad_Baltic_Main.jsonl,100,91,0.91
20251114_115336_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_115336_squad_Baltic_Main.jsonl,100,92,0.92
20251105_111236_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_111236_squad_Baltic_Main.jsonl,100,92,0.92
20251112_075459_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_075459_squad_Tiger_Main.jsonl,97,44,0.4536082474226804
20251112_113657_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_113657_squad_Desert_Main.jsonl,98,43,0.4387755102040816
20251108_132009_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_132009_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251112_021317_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_021317_squad_Tiger_Main.jsonl,100,48,0.48
20251111_152254_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_152254_squad_Baltic_Main.jsonl,100,92,0.92
20251110_074752_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_074752_squad_Tiger_Main.jsonl,100,43,0.43
20251107_130415_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_130415_squad_Tiger_Main.jsonl,97,41,0.422680412371134
20251108_054311_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_054311_squad_Baltic_Main.jsonl,100,92,0.92
20251113_103334_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_103334_squad_Baltic_Main.jsonl,100,92,0.92
20251110_155350_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_155350_squad_Baltic_Main.jsonl,97,41,0.422680412371134
20251116_051642_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_051642_squad_Baltic_Main.jsonl,100,92,0.92
20251108_184504_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_184504_squad_Baltic_Main.jsonl,100,42,0.42
20251105_075652_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_075652_squad_Baltic_Main.jsonl,100,92,0.92
20251111_023630_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_023630_squad_Baltic_Main.jsonl,97,64,0.6597938144329897
20251115_000513_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_000513_squad_Baltic_Main.jsonl,100,90,0.9
20251106_123757_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_123757_squad_Baltic_Main.jsonl,100,92,0.92
20251105_100217_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_100217_squad_Desert_Main.jsonl,100,96,0.96
20251112_145914_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_145914_squad_Baltic_Main.jsonl,100,92,0.92
20251107_061717_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_061717_squad_Desert_Main.jsonl,99,44,0.4444444444444444
20251109_154949_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_154949_squad_Baltic_Main.jsonl,99,44,0.4444444444444444
20251112_142750_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_142750_squad_Baltic_Main.jsonl,100,92,0.92
20251114_191546_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_191546_squad_Baltic_Main.jsonl,100,92,0.92
20251113_124723_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_124723_squad_Baltic_Main.jsonl,100,92,0.92
20251115_121434_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_121434_squad_Tiger_Main.jsonl,97,40,0.41237113402061853
20251116_095703_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_095703_squad_Tiger_Main.jsonl,100,64,0.64
20251106_071056_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_071056_squad_Baltic_Main.jsonl,100,92,0.92
20251114_100017_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_100017_squad_Baltic_Main.jsonl,100,91,0.91
20251112_121906_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_121906_squad_Baltic_Main.jsonl,100,90,0.9
20251108_063603_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_063603_squad_Tiger_Main.jsonl,100,57,0.57
20251108_160856_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_160856_squad_Baltic_Main.jsonl,95,42,0.4421052631578947
20251108_111217_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_111217_squad_Tiger_Main.jsonl,99,40,0.40404040404040403
20251107_175433_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_175433_squad_Baltic_Main.jsonl,100,92,0.92
20251108_172621_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_172621_squad_Baltic_Main.jsonl,100,92,0.92
20251110_143850_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_143850_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251112_144747_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_144747_squad_Baltic_Main.jsonl,100,92,0.92
20251113_182745_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_182745_squad_Baltic_Main.jsonl,100,92,0.92
20251114_163623_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_163623_squad_Baltic_Main.jsonl,99,43,0.43434343434343436
20251110_043545_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_043545_squad_Baltic_Main.jsonl,100,92,0.92
20251107_144353_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_144353_squad_Baltic_Main.jsonl,100,90,0.9
20251113_115503_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_115503_squad_Baltic_Main.jsonl,100,92,0.92
20251108_111435_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_111435_squad_Baltic_Main.jsonl,95,62,0.6526315789473685
20251116_150626_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_150626_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251108_075900_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_075900_squad_Baltic_Main.jsonl,100,92,0.92
20251115_074835_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_074835_squad_Baltic_Main.jsonl,97,40,0.41237113402061853
20251108_025149_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_025149_squad_Baltic_Main.jsonl,100,91,0.91
20251108_134227_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_134227_squad_Baltic_Main.jsonl,96,40,0.4166666666666667
20251110_101530_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_101530_squad_Desert_Main.jsonl,100,92,0.92
20251115_083433_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_083433_squad_Baltic_Main.jsonl,100,92,0.92
20251107_160251_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_160251_squad_Baltic_Main.jsonl,100,92,0.92
20251108_075130_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_075130_squad_Baltic_Main.jsonl,100,92,0.92
20251105_210120_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_210120_squad_Baltic_Main.jsonl,100,92,0.92
20251110_140225_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_140225_squad_Baltic_Main.jsonl,100,92,0.92
20251106_104810_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_104810_squad_Baltic_Main.jsonl,100,91,0.91
20251106_150920_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_150920_squad_Baltic_Main.jsonl,99,90,0.9090909090909091
20251115_011434_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_011434_squad_Baltic_Main.jsonl,100,92,0.92
20251110_132519_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_132519_squad_Baltic_Main.jsonl,100,92,0.92
20251116_120954_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_120954_squad_Baltic_Main.jsonl,100,92,0.92
20251115_215103_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_215103_squad_Baltic_Main.jsonl,100,92,0.92
20251107_040432_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_040432_squad_Baltic_Main.jsonl,100,92,0.92
20251113_050447_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_050447_squad_Baltic_Main.jsonl,100,92,0.92
20251116_070649_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_070649_squad_Baltic_Main.jsonl,98,44,0.4489795918367347
20251107_000218_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_000218_squad_Baltic_Main.jsonl,100,90,0.9
20251111_140334_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_140334_squad_Tiger_Main.jsonl,96,63,0.65625
20251114_110741_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_110741_squad_Baltic_Main.jsonl,100,92,0.92
20251114_122101_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_122101_squad_Baltic_Main.jsonl,100,92,0.92
20251112_175652_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_175652_squad_Baltic_Main.jsonl,100,90,0.9
20251108_151633_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_151633_squad_Baltic_Main.jsonl,98,92,0.9387755102040817
20251115_172408_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_172408_squad_Baltic_Main.jsonl,100,92,0.92
20251110_122013_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_122013_squad_Baltic_Main.jsonl,100,92,0.92
20251105_174407_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_174407_squad_Baltic_Main.jsonl,100,92,0.92
20251113_150128_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_150128_squad_Tiger_Main.jsonl,89,44,0.4943820224719101
20251107_060514_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_060514_squad_Baltic_Main.jsonl,95,41,0.43157894736842106
20251107_221055_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_221055_squad_Baltic_Main.jsonl,100,92,0.92
20251105_131533_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_131533_squad_Baltic_Main.jsonl,98,91,0.9285714285714286
20251111_184026_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_184026_squad_Baltic_Main.jsonl,100,91,0.91
20251108_150428_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_150428_squad_Baltic_Main.jsonl,100,90,0.9
20251113_163844_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_163844_squad_Baltic_Main.jsonl,100,92,0.92
20251107_225958_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_225958_squad_Baltic_Main.jsonl,100,92,0.92
20251108_025838_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_025838_squad_Baltic_Main.jsonl,99,44,0.4444444444444444
20251108_002315_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_002315_squad_Baltic_Main.jsonl,100,92,0.92
20251112_143739_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_143739_squad_Baltic_Main.jsonl,100,91,0.91
20251112_180156_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_180156_squad_Baltic_Main.jsonl,99,64,0.6464646464646465
20251108_115316_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_115316_squad_Baltic_Main.jsonl,100,90,0.9
20251107_155023_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_155023_squad_Baltic_Main.jsonl,100,92,0.92
20251107_045933_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_045933_squad_Baltic_Main.jsonl,100,92,0.92
20251105_084534_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_084534_squad_Baltic_Main.jsonl,100,92,0.92
20251110_115207_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_115207_squad_Baltic_Main.jsonl,100,90,0.9
20251115_092835_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_092835_squad_Baltic_Main.jsonl,100,92,0.92
20251109_163859_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_163859_squad_Baltic_Main.jsonl,100,91,0.91
20251113_130018_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_130018_squad_Baltic_Main.jsonl,100,91,0.91
20251105_194043_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_194043_squad_Baltic_Main.jsonl,99,43,0.43434343434343436
20251115_133912_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_133912_squad_Desert_Main.jsonl,98,68,0.6938775510204082
20251109_101047_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251109_101047_squad_Baltic_Main.jsonl,100,92,0.92
20251107_085805_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_085805_squad_Desert_Main.jsonl,100,97,0.97
20251115_112257_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_112257_squad_Baltic_Main.jsonl,99,90,0.9090909090909091
20251105_110937_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_110937_squad_Baltic_Main.jsonl,100,91,0.91
20251107_113702_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_113702_squad_Tiger_Main.jsonl,94,41,0.43617021276595747
20251108_054139_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_054139_squad_Baltic_Main.jsonl,100,90,0.9
20251113_084953_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_084953_squad_Tiger_Main.jsonl,94,64,0.6808510638297872
20251108_170315_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_170315_squad_Tiger_Main.jsonl,92,62,0.6739130434782609
20251111_022039_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_022039_squad_Baltic_Main.jsonl,100,92,0.92
20251108_122910_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_122910_squad_Desert_Main.jsonl,98,43,0.4387755102040816
20251114_090213_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_090213_squad_Tiger_Main.jsonl,98,44,0.4489795918367347
20251110_052640_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251110_052640_squad_Baltic_Main.jsonl,100,91,0.91
20251107_181005_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_181005_squad_Baltic_Main.jsonl,100,92,0.92
20251106_143455_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251106_143455_squad_Baltic_Main.jsonl,99,91,0.9191919191919192
20251113_145143_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_145143_squad_Baltic_Main.jsonl,100,91,0.91
20251108_083739_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_083739_squad_Baltic_Main.jsonl,100,92,0.92
20251115_114055_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_114055_squad_Baltic_Main.jsonl,99,44,0.4444444444444444
20251105_145408_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_145408_squad_Baltic_Main.jsonl,99,40,0.40404040404040403
20251108_133041_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251108_133041_squad_Baltic_Main.jsonl,100,92,0.92
20251116_093217_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_093217_squad_Baltic_Main.jsonl,100,91,0.91
20251107_085304_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_085304_squad_Baltic_Main.jsonl,99,92,0.9292929292929293
20251112_004904_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251112_004904_squad_Baltic_Main.jsonl,100,92,0.92
20251111_182436_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251111_182436_squad_Tiger_Main.jsonl,100,42,0.42
20251105_115035_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251105_115035_squad_Baltic_Main.jsonl,100,92,0.92
20251115_004527_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251115_004527_squad_Tiger_Main.jsonl,100,44,0.44
20251107_173734_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251107_173734_squad_Baltic_Main.jsonl,100,92,0.92
20251114_053836_squad_Baltic_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251114_053836_squad_Baltic_Main.jsonl,100,92,0.92
20251116_040622_squad_Desert_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251116_040622_squad_Desert_Main.jsonl,100,88,0.88
20251113_032752_squad_Tiger_Main.jsonl,G:/내 드라이브/telemetry_for_top15\20251113_032752_squad_Tiger_Main.jsonl,96,44,0.4583333333333333
