time_sec,team_id,P1_health,P1_groggy,P1_helm,P1_vest,P1_smoke,P1_nade,P1_kill,P1_veh,P1_rel_x,P1_rel_y,P1_z,P2_health,P2_groggy,P2_helm,P2_vest,P2_smoke,P2_nade,P2_kill,P2_veh,P2_rel_x,P2_rel_y,P2_z,P3_health,P3_groggy,P3_helm,P3_vest,P3_smoke,P3_nade,P3_kill,P3_veh,P3_rel_x,P3_rel_y,P3_z,P4_health,P4_groggy,P4_helm,P4_vest,P4_smoke,P4_nade,P4_kill,P4_veh,P4_rel_x,P4_rel_y,P4_z,num_alive,total_health
1332,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1333,1,100.0,0,2,3,5,1,0,0,12646.38,-951.56,0.08,100.0,0,2,2,5,3,1,0,10682.56,-3329.59,-0.02,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13269.19,-2108.28,0.12,3,300.0
1333,20,90.62,0,2,3,5,4,5,0,-3355.94,15577.06,-1.56,100.0,0,3,3,5,7,4,0,3849.62,12829.41,0.22,93.71,0,2,3,11,4,4,0,-1767.25,14519.47,-1.09,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,284.33
1333,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16599.62,644.56,0.18,1,100.0
1333,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1334,1,100.0,0,2,3,5,1,0,0,12646.38,-951.56,0.02,100.0,0,2,2,5,3,1,0,10682.56,-3329.59,-0.08,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13269.19,-2108.28,0.07,3,300.0
1334,20,90.62,0,2,3,5,4,5,0,-3355.94,15577.06,-1.71,100.0,0,3,3,5,7,4,0,3849.62,12829.41,0.18,97.71,0,2,3,11,4,4,1,-932.75,15025.81,-0.74,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,288.33
1334,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16599.62,644.56,0.13,1,100.0
1334,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1335,1,100.0,0,2,3,5,1,0,0,12646.38,-951.56,0.02,100.0,0,2,2,5,3,1,0,10682.56,-3329.59,-0.08,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13269.19,-2108.28,0.07,3,300.0
1335,20,90.62,0,2,3,5,4,5,0,-3355.94,15577.06,-1.71,100.0,0,3,3,5,7,4,0,3849.62,12829.41,0.18,97.71,0,2,3,11,4,4,1,-932.75,15025.81,-0.74,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,288.33
1335,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16599.62,644.56,0.13,1,100.0
1335,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1336,1,100.0,0,2,3,5,1,0,0,12646.38,-951.56,-0.26,100.0,0,2,2,5,3,1,0,10682.56,-3329.59,-0.39,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13269.19,-2108.28,-0.2,3,300.0
1336,20,96.62,0,2,3,5,4,5,1,2145.0,14368.84,-0.22,100.0,0,3,3,5,7,4,0,3849.62,12829.41,-0.06,97.71,0,2,3,11,4,4,1,-932.75,15025.81,-1.25,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,294.33
1336,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16599.62,644.56,-0.11,1,100.0
1336,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1337,1,100.0,0,2,3,5,1,0,0,12646.38,-951.56,-0.25,100.0,0,2,2,5,3,1,0,10636.06,-3328.5,-0.44,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13269.19,-2108.28,-0.19,3,300.0
1337,20,96.62,0,2,3,5,4,5,1,2145.0,14368.84,-0.21,100.0,0,3,3,5,7,4,0,3849.62,12829.41,-0.05,97.71,0,2,3,11,4,4,1,-932.75,15025.81,-1.23,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,294.33
1337,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16599.62,644.56,-0.1,1,100.0
1337,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1338,1,100.0,0,2,3,5,1,0,0,12646.38,-951.56,-0.21,100.0,0,2,2,5,3,1,0,10636.06,-3328.5,-0.41,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13269.19,-2108.28,-0.16,3,300.0
1338,20,96.62,0,2,3,5,4,5,1,2145.0,14368.84,-0.17,100.0,0,3,3,5,7,4,0,3849.62,12829.41,-0.02,97.71,0,2,3,11,4,4,1,-932.75,15025.81,-1.2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,294.33
1338,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16742.12,589.06,-0.31,1,100.0
1338,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1339,1,100.0,0,2,3,5,1,0,0,12646.38,-951.56,-0.21,100.0,0,2,2,5,3,1,0,10636.06,-3328.5,-0.41,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13234.75,-2147.69,-0.17,3,300.0
1339,20,96.62,0,2,3,5,4,5,1,2145.0,14368.84,-0.17,100.0,0,3,3,5,7,4,0,3849.62,12829.41,-0.02,97.71,0,2,3,11,4,4,1,-932.75,15025.81,-1.19,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,294.33
1339,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16742.12,589.06,-0.31,1,100.0
1339,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1340,1,100.0,0,2,3,5,1,0,0,12057.75,-1057.78,-0.26,100.0,0,2,2,5,3,1,0,10636.06,-3328.5,-0.4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13234.75,-2147.69,-0.16,3,300.0
1340,20,96.62,0,2,3,5,4,5,1,2145.0,14368.84,-0.17,100.0,0,3,3,5,7,4,0,3849.62,12829.41,-0.01,97.71,0,2,3,11,4,4,1,-932.75,15025.81,-1.19,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,294.33
1340,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16742.12,589.06,-0.3,1,100.0
1340,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1341,1,100.0,0,2,3,5,1,0,0,12057.75,-1057.78,-0.34,100.0,0,2,2,5,3,1,0,10636.06,-3328.5,-0.48,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13234.75,-2147.69,-0.24,3,300.0
1341,20,96.62,0,2,3,5,4,5,1,2145.0,14368.84,-0.25,100.0,0,3,3,5,7,4,0,7551.38,9590.75,0.59,97.71,0,2,3,11,4,4,1,-932.75,15025.81,-1.24,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,294.33
1341,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16742.12,589.06,-0.38,1,100.0
1341,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1342,1,100.0,0,2,3,5,1,0,0,12057.75,-1057.78,-0.7,100.0,0,2,2,5,3,1,0,10636.06,-3328.5,-0.82,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13234.75,-2147.69,-0.61,3,300.0
1342,20,96.62,0,2,3,5,4,5,1,2145.0,14368.84,-0.61,100.0,0,3,3,5,7,4,0,7551.38,9590.75,0.14,99.71,0,2,3,11,4,4,1,14171.06,7870.59,1.61,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,296.33
1342,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16742.12,589.06,-0.73,1,100.0
1342,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1343,1,100.0,0,2,3,5,1,0,0,12057.75,-1057.78,-0.7,100.0,0,2,2,5,3,1,0,10636.06,-3328.5,-0.82,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13234.75,-2147.69,-0.61,3,300.0
1343,20,96.62,0,2,3,5,4,5,1,2145.0,14368.84,-0.61,100.0,0,3,3,5,7,4,0,7551.38,9590.75,0.14,99.71,0,2,3,11,4,4,1,14171.06,7870.59,1.61,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,296.33
1343,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16742.12,589.06,-0.73,1,100.0
1343,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1344,1,100.0,0,2,3,5,1,0,0,12057.75,-1057.78,-0.89,100.0,0,2,2,5,3,1,0,10636.06,-3328.5,-1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13234.75,-2147.69,-0.81,3,300.0
1344,20,99.62,0,2,3,5,4,5,0,14634.19,6661.78,1.31,100.0,0,3,3,5,7,4,0,7551.38,9590.75,-0.14,99.71,0,2,3,11,4,4,1,14171.06,7870.59,1.18,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,299.33
1344,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16742.12,589.06,-0.92,1,100.0
1344,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1345,1,100.0,0,2,3,5,1,0,0,12057.75,-1057.78,-0.9,100.0,0,2,2,5,3,1,0,10084.81,-2716.59,-0.97,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13234.75,-2147.69,-0.82,3,300.0
1345,20,99.62,0,2,3,5,4,5,0,14634.19,6661.78,1.31,100.0,0,3,3,5,7,4,0,7551.38,9590.75,-0.14,99.71,0,2,3,11,4,4,1,14171.06,7870.59,1.18,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,299.33
1345,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16742.12,589.06,-0.93,1,100.0
1345,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1346,1,100.0,0,2,3,5,1,0,0,12057.75,-1057.78,-0.89,100.0,0,2,2,5,3,1,0,10084.81,-2716.59,-0.96,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,3,4,6,0,0,13234.75,-2147.69,-0.81,3,300.0
1346,20,99.62,0,2,3,5,4,5,0,14634.19,6661.78,1.31,100.0,0,3,3,5,7,4,0,7551.38,9590.75,-0.14,99.71,0,2,3,11,4,4,1,14171.06,7870.59,1.18,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,299.33
1346,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16934.81,945.72,-0.96,1,100.0
1346,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1347,1,100.0,0,2,3,5,1,0,0,12057.75,-1057.78,-0.98,100.0,0,2,2,5,3,1,0,10084.81,-2716.59,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1347,20,99.62,0,2,3,5,4,6,0,14634.19,6661.78,1.17,100.0,0,3,3,5,7,4,0,7551.38,9590.75,-0.25,99.71,0,2,3,11,4,4,1,14171.06,7870.59,1.04,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,299.33
1347,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16934.81,945.72,-1.06,1,100.0
1347,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1348,1,100.0,0,2,3,5,1,0,0,10441.88,-1027.56,-1.04,100.0,0,2,2,5,3,1,0,10084.81,-2716.59,-1.04,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1348,20,99.62,0,2,3,5,4,6,0,14634.19,6661.78,1.17,100.0,0,3,3,5,7,4,0,7551.38,9590.75,-0.23,99.71,0,2,3,11,4,4,1,14171.06,7870.59,1.04,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,299.33
1348,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16934.81,945.72,-1.04,1,100.0
1348,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1349,1,100.0,0,2,3,5,1,0,0,10441.88,-1027.56,-1.12,100.0,0,2,2,5,3,1,0,10084.81,-2716.59,-1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1349,20,99.62,0,2,3,5,4,6,0,14634.19,6661.78,1.08,100.0,0,3,3,5,7,4,0,11600.69,6276.59,0.29,99.71,0,2,3,11,4,4,1,14171.06,7870.59,0.95,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,299.33
1349,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16934.81,945.72,-1.12,1,100.0
1349,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1350,1,100.0,0,2,3,5,1,0,0,10441.88,-1027.56,-1.11,100.0,0,2,2,5,3,1,0,10084.81,-2716.59,-1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1350,20,99.62,0,2,3,5,4,6,0,14634.19,6661.78,1.01,100.0,0,3,3,5,7,4,0,11600.69,6276.59,0.25,100.0,0,2,3,11,4,4,0,14475.0,6506.16,1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,299.62
1350,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16934.81,945.72,-1.12,1,100.0
1350,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1351,1,100.0,0,2,3,5,1,0,0,10441.88,-1027.56,-1.11,100.0,0,2,2,5,3,1,0,10084.81,-2716.59,-1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1351,20,99.62,0,2,3,5,4,6,0,14634.19,6661.78,1.01,100.0,0,3,3,5,7,4,0,11600.69,6276.59,0.25,100.0,0,2,3,11,4,4,0,14475.0,6506.16,1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,299.62
1351,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16934.81,945.72,-1.12,1,100.0
1351,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1352,1,100.0,0,2,3,5,1,0,0,10441.88,-1027.56,-1.11,100.0,0,2,2,5,3,1,0,10084.81,-2716.59,-1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1352,20,100.0,0,2,3,5,4,6,0,14659.69,6667.28,1.05,100.0,0,3,3,5,7,4,0,11600.69,6276.59,0.24,100.0,0,2,3,11,4,4,0,14475.0,6506.16,1.1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1352,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16934.81,945.72,-1.11,1,100.0
1352,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1353,1,100.0,0,2,3,5,1,0,0,10441.88,-1027.56,-1.11,100.0,0,2,2,5,3,1,0,10758.75,-3209.03,-1.12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1353,20,100.0,0,2,3,5,4,6,0,14659.69,6667.28,1.05,100.0,0,3,3,5,7,4,0,11600.69,6276.59,0.24,100.0,0,2,3,11,4,4,0,14475.0,6506.16,1.1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1353,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16934.81,945.72,-1.11,1,100.0
1353,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1354,1,100.0,0,2,3,5,1,0,0,10441.88,-1027.56,-1.11,100.0,0,2,2,5,3,1,0,10758.75,-3209.03,-1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1354,20,100.0,0,2,3,5,4,6,0,14659.69,6667.28,1.05,100.0,0,3,3,5,7,4,0,11600.69,6276.59,0.24,100.0,0,2,3,11,4,4,0,14475.0,6506.16,1.1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1354,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.12,1,100.0
1354,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1355,1,100.0,0,2,3,5,1,0,0,10441.88,-1027.56,-1.11,100.0,0,2,2,5,3,1,0,10758.75,-3209.03,-1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1355,20,100.0,0,2,3,5,4,6,0,14659.69,6667.28,1.05,100.0,0,3,3,5,7,4,0,11600.69,6276.59,0.24,100.0,0,2,3,11,4,4,0,14475.0,6506.16,1.1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1355,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.12,1,100.0
1355,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1356,1,100.0,0,2,3,5,1,0,0,10450.19,-1019.38,-1.11,100.0,0,2,2,5,3,1,0,10758.75,-3209.03,-1.11,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1356,20,100.0,0,2,3,5,4,6,0,14659.69,6667.28,1.05,100.0,0,3,3,5,7,4,0,11600.69,6276.59,0.24,100.0,0,2,3,11,4,4,0,14475.0,6506.16,1.1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1356,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.12,1,100.0
1356,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1357,1,100.0,0,2,3,5,1,0,0,10450.19,-1019.38,-1.08,100.0,0,2,2,5,3,1,0,10758.75,-3209.03,-1.08,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1357,20,100.0,0,2,3,5,4,6,0,14659.69,6667.28,1.09,100.0,0,3,3,5,7,4,0,10670.38,8395.03,0.01,100.0,0,2,3,11,4,4,0,14475.0,6506.16,1.15,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1357,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.09,1,100.0
