time_sec,team_id,P1_health,P1_groggy,P1_helm,P1_vest,P1_smoke,P1_nade,P1_kill,P1_veh,P1_rel_x,P1_rel_y,P1_z,P2_health,P2_groggy,P2_helm,P2_vest,P2_smoke,P2_nade,P2_kill,P2_veh,P2_rel_x,P2_rel_y,P2_z,P3_health,P3_groggy,P3_helm,P3_vest,P3_smoke,P3_nade,P3_kill,P3_veh,P3_rel_x,P3_rel_y,P3_z,P4_health,P4_groggy,P4_helm,P4_vest,P4_smoke,P4_nade,P4_kill,P4_veh,P4_rel_x,P4_rel_y,P4_z,num_alive,total_health
1357,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1358,1,100.0,0,2,3,5,1,0,0,10450.19,-1019.38,-1.07,100.0,0,2,2,5,3,1,0,10758.75,-3209.03,-1.08,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1358,20,100.0,0,2,3,5,4,6,0,14659.69,6667.28,1.3,100.0,0,3,3,5,7,4,0,10670.38,8395.03,0.12,100.0,0,2,3,11,4,4,0,11594.06,5994.34,0.63,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1358,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.08,1,100.0
1358,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1359,1,100.0,0,2,3,5,1,0,0,10450.19,-1019.38,-1.07,100.0,0,2,2,5,3,1,0,10758.75,-3209.03,-1.08,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1359,20,100.0,0,2,3,5,4,6,0,14659.69,6667.28,1.3,100.0,0,3,3,5,7,4,0,10670.38,8395.03,0.12,100.0,0,2,3,11,4,4,0,11594.06,5994.34,0.63,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1359,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.08,1,100.0
1359,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1360,1,100.0,0,2,3,5,1,0,0,10450.19,-1019.38,-1.07,100.0,0,2,2,5,3,1,0,10758.75,-3209.03,-1.07,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1360,20,100.0,0,2,3,5,4,6,0,14385.94,6693.06,1.36,100.0,0,3,3,5,7,4,0,10670.38,8395.03,0.1,100.0,0,2,3,11,4,4,0,11594.06,5994.34,0.6,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1360,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.08,1,100.0
1360,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1361,1,100.0,0,2,3,5,1,0,0,10450.19,-1019.38,-1.09,100.0,0,2,2,5,3,1,0,10893.44,-3200.56,-1.02,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1361,20,100.0,0,2,3,5,4,6,0,14385.94,6693.06,1.36,100.0,0,3,3,5,7,4,0,10670.38,8395.03,0.09,100.0,0,2,3,11,4,4,0,11594.06,5994.34,0.6,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1361,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.1,1,100.0
1361,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1362,1,100.0,0,2,3,5,1,0,0,10450.19,-1019.38,-1.09,100.0,0,2,2,5,3,1,0,10893.44,-3200.56,-1.02,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1362,20,100.0,0,2,3,5,4,6,0,14385.94,6693.06,1.36,100.0,0,3,3,5,7,4,0,10670.38,8395.03,0.09,100.0,0,2,3,11,4,4,0,11594.06,5994.34,0.6,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1362,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.1,1,100.0
1362,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1363,1,100.0,0,2,3,5,1,0,0,10450.19,-1019.38,-1.09,100.0,0,2,2,5,3,1,0,10893.44,-3200.56,-1.02,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1363,20,100.0,0,2,3,5,4,6,0,14385.94,6693.06,1.36,100.0,0,3,3,5,7,4,0,10670.38,8395.03,0.09,100.0,0,2,3,11,4,4,0,11594.06,5994.34,0.6,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1363,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.1,1,100.0
1363,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1364,1,100.0,0,2,3,5,1,0,0,10431.75,-1023.22,-1.09,100.0,0,2,2,5,3,1,0,10893.44,-3200.56,-1.02,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1364,20,100.0,0,2,3,5,4,6,0,14385.94,6693.06,1.36,100.0,0,3,3,5,7,4,0,10670.38,8395.03,0.09,100.0,0,2,3,11,4,4,0,11594.06,5994.34,0.6,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1364,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.1,1,100.0
1364,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1365,1,100.0,0,2,3,5,1,0,0,10431.75,-1023.22,-1.12,100.0,0,2,2,5,3,1,0,10893.44,-3200.56,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1365,20,100.0,0,2,3,5,4,6,0,14385.94,6693.06,1.3,100.0,0,3,3,5,7,4,0,11370.75,6172.91,0.39,100.0,0,2,3,11,4,4,0,11594.06,5994.34,0.54,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1365,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.13,1,100.0
1365,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1366,1,100.0,0,2,3,5,1,0,0,10431.75,-1023.22,-1.12,100.0,0,2,2,5,3,1,0,10893.44,-3200.56,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1366,20,100.0,0,2,3,5,4,6,0,14385.94,6693.06,1.31,100.0,0,3,3,5,7,4,0,11370.75,6172.91,0.39,100.0,0,2,3,11,4,4,0,11594.81,6014.0,0.52,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1366,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.13,1,100.0
1366,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1367,1,100.0,0,2,3,5,1,0,0,10431.75,-1023.22,-1.12,100.0,0,2,2,5,3,1,0,10893.44,-3200.56,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1367,20,100.0,0,2,3,5,4,6,0,14385.94,6693.06,1.31,100.0,0,3,3,5,7,4,0,11370.75,6172.91,0.39,100.0,0,2,3,11,4,4,0,11594.81,6014.0,0.52,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1367,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.13,1,100.0
1367,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1368,1,100.0,0,2,3,5,1,0,0,10431.75,-1023.22,-1.09,100.0,0,2,2,5,3,1,0,10893.44,-3200.56,-1.03,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1368,20,100.0,0,2,3,5,4,6,0,15655.25,7280.41,1.51,100.0,0,3,3,5,7,4,0,11370.75,6172.91,0.31,100.0,0,2,3,11,4,4,0,11594.81,6014.0,0.44,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1368,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.1,1,100.0
1368,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1369,1,100.0,0,2,3,5,1,0,0,10431.75,-1023.22,-1.08,100.0,0,2,2,5,3,1,0,10671.44,-3194.31,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1369,20,100.0,0,2,3,5,4,6,0,15655.25,7280.41,1.51,100.0,0,3,3,5,7,4,0,11370.75,6172.91,0.32,100.0,0,2,3,11,4,4,0,11594.81,6014.0,0.44,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1369,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.09,1,100.0
1369,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1370,1,100.0,0,2,3,5,1,0,0,10431.75,-1023.22,-1.08,100.0,0,2,2,5,3,1,0,10671.44,-3194.31,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1370,20,100.0,0,2,3,5,4,6,0,15655.25,7280.41,1.51,100.0,0,3,3,5,7,4,0,11370.75,6172.91,0.32,100.0,0,2,3,11,4,4,0,11594.81,6014.0,0.44,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1370,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.09,1,100.0
1370,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1371,1,100.0,0,2,3,5,1,0,0,10431.75,-1023.22,-1.08,100.0,0,2,2,5,3,1,0,10671.44,-3194.31,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1371,20,100.0,0,2,3,5,4,6,0,15655.25,7280.41,1.51,100.0,0,3,3,5,7,4,0,11370.75,6172.91,0.32,100.0,0,2,3,11,4,4,0,11594.81,6014.0,0.44,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1371,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.09,1,100.0
1371,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1372,1,100.0,0,2,3,5,1,0,0,10411.88,-1067.03,-1.08,100.0,0,2,2,5,3,1,0,10671.44,-3194.31,-1.06,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1372,20,100.0,0,2,3,5,4,6,0,15655.25,7280.41,1.51,100.0,0,3,3,5,7,4,0,11370.75,6172.91,0.32,100.0,0,2,3,11,4,4,0,11594.81,6014.0,0.44,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1372,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.09,1,100.0
1372,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1373,1,100.0,0,2,3,5,1,0,0,10411.88,-1067.03,-1.09,100.0,0,2,2,5,3,1,0,10671.44,-3194.31,-1.07,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1373,20,100.0,0,2,3,5,4,6,0,15655.25,7280.41,1.49,100.0,0,3,3,5,7,4,0,11479.5,6048.69,0.4,100.0,0,2,3,11,4,4,0,11594.81,6014.0,0.42,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1373,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.1,1,100.0
1373,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1374,1,100.0,0,2,3,5,1,0,0,10411.88,-1067.03,-1.09,100.0,0,2,2,5,3,1,0,10671.44,-3194.31,-1.07,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1374,20,100.0,0,2,3,5,4,6,0,15655.25,7280.41,1.48,100.0,0,3,3,5,7,4,0,11479.5,6048.69,0.4,100.0,0,2,3,11,4,4,0,11602.25,6003.97,0.43,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1374,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.1,1,100.0
1374,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1375,1,100.0,0,2,3,5,1,0,0,10411.88,-1067.03,-1.09,100.0,0,2,2,5,3,1,0,10671.44,-3194.31,-1.07,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1375,20,100.0,0,2,3,5,4,6,0,15655.25,7280.41,1.48,100.0,0,3,3,5,7,4,0,11479.5,6048.69,0.4,100.0,0,2,3,11,4,4,0,11602.25,6003.97,0.43,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1375,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.1,1,100.0
1375,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1376,1,100.0,0,2,3,5,1,0,0,10411.88,-1067.03,-1.02,100.0,0,2,2,5,3,1,0,10671.44,-3194.31,-1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1376,20,100.0,0,2,3,5,4,6,0,16937.81,6488.5,1.79,100.0,0,3,3,5,7,4,0,11479.5,6048.69,0.26,100.0,0,2,3,11,4,4,0,11602.25,6003.97,0.28,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1376,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.03,1,100.0
1376,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1377,1,100.0,0,2,3,5,1,0,0,10411.88,-1067.03,-1.02,100.0,0,2,2,5,3,1,0,10639.5,-3329.78,-1.01,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1377,20,100.0,0,2,3,5,4,6,0,16937.81,6488.5,1.79,100.0,0,3,3,5,7,4,0,11479.5,6048.69,0.26,100.0,0,2,3,11,4,4,0,11602.25,6003.97,0.28,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1377,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,100.0,0,2,2,1,0,0,0,16915.25,1054.72,-1.03,1,100.0
1377,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1378,1,100.0,0,2,3,5,1,0,0,10411.88,-1067.03,-1.03,100.0,0,2,2,5,3,1,0,10639.5,-3329.78,-1.02,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1378,20,100.0,0,2,3,5,4,6,0,16937.81,6488.5,1.79,100.0,0,3,3,5,7,4,0,11479.5,6048.69,0.26,100.0,0,2,3,11,4,4,0,11602.25,6003.97,0.28,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1378,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,69.79,0,2,2,1,0,0,0,16915.25,1054.72,-1.01,1,69.79
1378,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1379,1,100.0,0,2,3,5,1,0,0,10411.88,-1067.03,-1.03,100.0,0,2,2,5,3,1,0,10639.5,-3329.78,-1.02,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1379,20,100.0,0,2,3,5,4,6,0,16937.81,6488.5,1.79,100.0,0,3,3,5,7,4,0,11479.5,6048.69,0.26,100.0,0,2,3,11,4,4,0,11602.25,6003.97,0.28,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1379,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,69.79,0,2,2,1,0,0,0,16915.25,1054.72,-1.01,1,69.79
1379,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1380,1,100.0,0,2,3,5,1,0,0,10302.5,-1134.78,-1.0,100.0,0,2,2,5,3,1,0,10639.5,-3329.78,-1.03,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1380,20,100.0,0,2,3,5,4,6,0,16937.81,6488.5,1.79,100.0,0,3,3,5,7,4,0,11479.5,6048.69,0.25,100.0,0,2,3,11,4,4,0,11602.25,6003.97,0.28,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1380,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,69.79,0,2,2,1,0,0,0,16915.25,1054.72,-1.02,1,69.79
1380,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1381,1,100.0,0,2,3,5,1,0,0,10302.5,-1134.78,-0.98,100.0,0,2,2,5,3,1,0,10639.5,-3329.78,-1.01,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1381,20,100.0,0,2,3,5,4,6,0,16937.81,6488.5,1.83,100.0,0,3,3,5,7,4,0,11403.75,6352.56,0.11,100.0,0,2,3,11,4,4,0,11602.25,6003.97,0.3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1381,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,69.79,0,2,2,1,0,0,0,16915.25,1054.72,-1.0,1,69.79
1381,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1382,1,100.0,0,2,3,5,1,0,0,10302.5,-1134.78,-0.98,100.0,0,2,2,5,3,1,0,10639.5,-3329.78,-1.01,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,200.0
1382,20,100.0,0,2,3,5,4,6,0,16937.81,6488.5,1.83,100.0,0,3,3,5,7,4,0,11403.75,6352.56,0.11,100.0,0,2,3,11,4,4,0,11616.94,6009.88,0.3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,300.0
1382,12,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,69.79,0,2,2,1,0,0,0,16915.25,1054.72,-1.0,1,69.79
1382,13,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
